@relation autores

@attribute texto string
@attribute class-att {franciscoz, fabiolag, fernandob}


@data
"Las madres buscadoras le han dado la vuelta al mundo, son ejemplo incansable de búsqueda de la justicia, y mientras las autoridades encargadas de procurarla las ignoran, con el apoyo de ONU-Derechos Humanos y el Fondo de las Naciones Unidas en Materia de Población, el Mecanismo Extraordinario de Identificación Forense (MEIF) ha celebrado convenios de colaboración técnico-científica en materia de identificación humana con los estados de San Luis Potosí, Zacatecas y Tamaulipas, con el fin de que ya no existan pretextos en las comisiones y fiscalías locales.", fabiolag
"El objetivo es garantizar y fortalecer la búsqueda de personas desaparecidas.", fabiolag
"Y en el contexto del Día Internacional para Poner Fin a la Impunidad de los Crímenes contra Periodistas, el Centro de Información de Naciones Unidas (CINU) produjo el documental Si callan a los periodistas, la sociedad pierde la posibilidad de ejercer sus derechos.", fabiolag
"Visitó seis estados que están identificados como de riesgo por la violencia contra periodistas y documentó sus experiencias al servicio de sus comunidades.", fabiolag
"Y -¿nuestros políticos? Con la mira en la sucesión presidencial. Las corcholatas- del partido en el poder se aferran a las viejas prácticas priistas, como la- cargada- de gobernadores en favor de la jefa de Gobierno de la CDMX, que se dio ayer sábado, previo a la reunión de este domingo del Consejo Nacional de Morena, donde se definirán tiempos y reglas para el destape, digo, para elegir a su candidato presidencial.", fabiolag
"-¿La oposición? Sin rumbo ni estrategia clara para 2024, cada vez más alejada de los ciudadanos. Ojalá estas acciones de los organismos internacionales inspiren a nuestra clase política, para que en tiempos de campaña piensen en México.", fabiolag
"Ãšltimamente he escuchado en los círculos políticos y con bastante frecuencia que -€œpara gobernar, primero hay que ganar las elecciones-€ y para ello se requieren -€œcandidatos o candidatas que ganen elecciones-€¦-€. Parece obvio y simple, pero -¿qué hay detrás de esa -€œmáxima-€?", fabiolag
"Pues que no importa la preparación, trayectoria, experiencia en tareas de administración o la calidad y la moral de la o el candidato, si -€œno prende a la gente-€, si no emociona-€¦", fabiolag
"Seamos claros, lo que se espera es que diviertan, suban videos -€œgraciosos-€ a TikTok, bailen, canten, polemicen, descalifiquen, se presten al morbo, sean cínicos y, en algunos casos, repitan textualmente las declaraciones del Presidente.", fabiolag
"Si es alguien que por su experiencia puede diseñar políticas públicas que permitan un crecimiento económico, inversiones, generación de empleo, sacar del hoyo a los sistemas de salud y educativo del país, así como disminuir las desigualdades, pero no es popular, es aburrido o -€œno se ensucia los zapatos-€, -€œno prende-€, automáticamente es descalificado.", fabiolag
"Y ese criterio verdaderamente asusta, desanima, porque son muchos quienes piensan así, empezando por los políticos; debería interesarnos el perfil académico y no lo -€œchistosos-€ o cínicos que sean.", fabiolag
"Hay quienes sostienen que para ganar elecciones hay que hacer de todo, pero principalmente mentir y burlar la ley. Por eso nuestro país está cómo está y se corre el riesgo de hundirlo más.", fabiolag
"Si aspira a un cargo de elección popular, entonces mienta con la convicción que da el cinismo o diga medias verdades y oculte información. No acepté nunca que desvió recursos públicos, que recibió moches, que le cobró diezmo a sus trabajadores, que lo financió el crimen organizado, que es deudor alimentario, no cumple con la Ley 3 de 3,-  o que robó -€œpero poquito-€. Aunque sea verdad y esté verificado y publicado, -€œel pueblo bueno-€ olvida y perdona todo.", fabiolag
"Mientras realice labores de proselitismo simule que cumple con las reglas electorales, diga que no está en campaña, -€œque aún no son los tiempos-€, aunque en fin de semana vaya de plaza en plaza por todo el país y se vean sus espectaculares por todos lados.", fabiolag
"Si lo cuestionan por el uso de recursos públicos o porque utiliza el poder y la influencia de su cargo actual, no se preocupe, siempre queda la carta para descalificar al órgano electoral y al adversario político o a los conservadores e intelectuales orgánicos.", fabiolag
"Si ya es el candidato oficial difunda spots que descalifiquen y critiquen al adversario; exhiba lo peor de él, de su partido, de su trayectoria y haga que la Fiscalía le abra una carpeta de investigación (claro, si usted es la o el candidato del partido en el poder); su adversario hará lo mismo contra usted, pero ese tipo de campañas sí emocionan.", fabiolag
"Si tiene propuestas, un plan de gobierno bien estructurado, si incluye a la sociedad civil, etcétera, eso súbalo a su página de internet, porque sólo a unos cuantos les interesa. Al resto del electorado ofrézcale un espectáculo, entre más burdo es mejor.", fabiolag
"Estas -€œestrategias-€ están probadas, son las que los partidos políticos utilizan en cada proceso electoral. Tómelas en cuenta porque el 2 de junio de 2024 el país se volcará a las urnas para elegir más de 20 mil cargos de elección popular de todos los niveles de gobierno.", fabiolag
"Y, a menos de un año de las elecciones del 2024, ya empezaron las trampas, las politiquerías y las quejas contra los actores políticos, corcholatas y aspirantes.", fabiolag
"De acuerdo a la investigación de mi compañera Aurora Zepeda, de junio de 2022 al 17 de mayo de 2023, los partidos de oposición y ciudadanía, en general, han solicitado 21 veces más medidas cautelares (por quejas) contra el presidente López Obrador que las que fueron solicitadas contra Enrique Peña Nieto en dos años completos: 2016 y 2017, previo a elecciones presidenciales.", fabiolag
"Los aspirantes de todos los partidos han recibido cuatro veces más solicitudes de medidas cautelares en el periodo de junio de 2022 al pasado 17 de mayo, que quienes fueron aspirantes en 2016 y 2017 (Excélsior, 2 junio 2023).", fabiolag
"El verdadero desafío democrático es frenar la violencia política contra las mujeres, el cumplimiento de las reglas de paridad, lograr que los aspirantes, funcionarios y el propio Presidente se sujeten a las reglas del juego y no jueguen al límite de las reglas o simulen cumplir con la ley.", fabiolag
"Y la jornada electoral de hoy en el Estado de México y Coahuila será el ensayo general del 2024.", fabiolag
"El espacio cívico, dice la ONU, es el entorno que permite a todos y cada uno de los ciudadanos desempeñar un papel en la vida política, económica y social, a todos los niveles y desde el local al mundial, pero hoy está amenazado. Desde los púlpitos del poder se limitan las libertades, principalmente la de expresión.", fabiolag
"Se descalifica e insulta a quienes piensan diferente, a quien exhibe la pobreza, la violencia y el abuso de poder, y a quienes recuerdan las promesas incumplidas, las que se hicieron en campaña:", fabiolag
"-€œAhora manda el pueblo. Y claro que no les gusta, ni a los oligarcas ni a sus achichincles, voceros y dueños de medios de información, intelectuales alcahuetes, no les gusta, y por eso hasta emerge, como nunca, sale a flote el clasismo, el racismo: -€˜-", fabiolag
"El Alto Comisionado de las Naciones Unidas para los Derechos Humanos, Volker Türk, nos recuerda que todos queremos contribuir a forjar nuestro futuro, nuestras comunidades y nuestros países, -€œpero esto no es posible cuando no disponemos de espacio para expresarnos y debatir diferentes puntos de vista con seguridad-€.", fabiolag
"Los discursos de odio, los que atizan la polarización, desgastan, inhiben la participación ciudadana y limitan la acción política.", fabiolag
"-€œ-€¦ Por último, decirle a los que se creen superiores, a los de la moronga azul, que no existen las razas. Ã‰se es el problema que tienen los conservadores, entre otros, clasistas, racistas-€¦-€, (Palacio Nacional, 26 de mayo).", fabiolag
"El pasado viernes 26 de mayo, Volker Türk llamó a los líderes y gobernantes a respetar, proteger y ampliar los espacios para el debate ciudadano de las ideas: -€œEl espacio cívico es una cuestión de derechos humanos, de paz y desarrollo. Es clave para unas sociedades sostenibles y resilientes; sin embargo, está sometido a una presión cada vez mayor por restricciones indebidas y leyes represivas. Desde amenazas y ataques a periodistas y defensores de los derechos humanos, intimidación y acoso en línea, medidas enérgicas contra las reuniones pacíficas, hasta cierres de internet-€.", fabiolag
"El representante de la ONU para la defensa de los derechos humanos urgió a los Estados a redoblar sus esfuerzos para proteger y ampliar el espacio cívico, como condición previa para que las personas puedan disfrutar de forma sostenible de todos los demás derechos consagrados en la Declaración Universal de Derechos Humanos, desde el acceso a la atención sanitaria, agua potable y educación de calidad hasta la protección social y los derechos laborales-€.", fabiolag
"-€œEs mucho pueblo, mucho pueblo el de Perú para tan poco gobierno-€, (Palacio Nacional, 26 de mayo).", fabiolag
"La presión, el cerco sobre el espacio civil continúa a pesar del inspirador compromiso de los grupos de la sociedad civil -€”dice el Alto Comisionado-€”, entre ellos defensores de los derechos humanos, de migrantes, de la justicia climática, de los derechos LGBTQ+, del movimiento feminista; periodistas, sindicalistas, grupos ecologistas, activistas juveniles y contra el racismo.", fabiolag
"Se mantienen firmes -€”a pesar de las injurias de los gobernantes-€” para hacer frente a las crisis más acuciantes del mundo, desde las crecientes desigualdades, pobreza y violencia hasta la planetaria del cambio climático, la contaminación y la pérdida de biodiversidad.", fabiolag
"-€œLa sociedad civil es un facilitador clave de la confianza entre los gobiernos y las poblaciones a las que sirven, y a menudo es el puente entre ambos. Para que los gobiernos reduzcan las barreras a la participación pública, deben proteger este espacio,", fabiolag
"Y en México, a los ciudadanos organizados se les llama fifís-€¦", fabiolag
"-€œVemos que los Estados se esfuerzan, y a menudo fracasan, en proteger el espacio cívico en línea y a quienes lo utilizan, oscilando entre un enfoque de laissez-faire que ha permitido que la violencia y la peligrosa incitación al odio queden sin control,", fabiolag
"Agradeció a la sociedad civil su incansable e inestimable labor, y describió el espacio cívico como el mejor indicador del compromiso de un Estado para defender las nobles aspiraciones de la Declaración Universal de Derechos Humanos, un Estado verdaderamente dispuesto a reconocer las violaciones cuando se producen y a trabajar continuamente para proteger mejor los derechos humanos.", fabiolag
"Las palabras de Volker Türk se difundieron en el marco del 75-º aniversario de la Declaración Universal de los Derechos Humanos y porque en mayo la ONU se enfoca justamente en estos espacios cívicos y en los defensores de los derechos humanos. Las retomé para que el Estado mexicano se vea tal y como actúa, frene el asedio, corrija y encauce el rumbo de las libertades.", fabiolag
"Lo que haces en el aula tiene eco en la comunidad...", fabiolag
"Y después de la pandemia brotaron las emociones, los sentimientos y las crudas realidades vividas durante el encierro. Nos sorprendieron las reacciones, las secuelas y-  los comportamientos desafiantes en las niñas, niños y adolescentes; la escuela y sus docentes volvieron a ser el primer filtro para identificar situaciones de ansiedad, miedo y depresión en las y los estudiantes.", fabiolag
"Pero -¿las profesoras y profesores tienen las herramientas para canalizar los casos graves a centros especializados? -¿La salud emocional de la población es prioridad de las autoridades de gobierno y de salud? No.", fabiolag
"-€œLas carencias del sector salud, cuando la maestra hace todo el trabajo, identifica a un chico que tiene alguna necesidad socioemocional o alguna discapacidad o alguna barrera para el aprendizaje, sensibiliza a la familia, logramos que acudan a algún ce", fabiolag
"Las emociones afectan la forma en que se aprende. -€œEl miedo, desánimo, dolor de la humillación, el abuso sufrido o la suspensión por un futuro inmediato incierto son situaciones que impiden apropiarse del conocimiento y bloquean los ensayos para la acción-€, dice el estudio Aprender a estar bien, estar bien para aprender, de Mexicanos Primero.", fabiolag
"Los promedios de lectura en los niños y niñas de entre 10 a 15 años que están tristes algunas veces-  son de 77.95%, disminuyen a 68.91% cuando están tristes muchas veces y caen hasta el 57.7% cuando están tristes todo el tiempo, como dice la nota periodística de mi compañera Laura Toribio (Excélsior, 26 de abril de 2023).", fabiolag
"-€œCreo que el principal cambio que he notado es que son más vulnerables. Creo que hay problemáticas que hacen que sus emociones se desborden por completo; específicamente, ahorita hay varios casos en tercer año en donde los alumnos diariamente los tengo ", fabiolag
"-€œPues hay veces que, cuando yo estoy así como triste no me logro concentrar mucho, trato de olvidar eso que me tiene angustiada y enfocarme en lo que interesa, que es aprender-€, revela una estudiante de secundaria.", fabiolag
"El director de Investigación en Mexicanos Primero, Fernando Ruiz, explica que estar bien para aprender requiere no ver a la educación socioemocional como contenidos a enseñar, sino como una nueva forma de aprender, -€œahora de forma integral y transversal, en donde los aprendizajes no deben verse ajenos y separados de la corporeidad, los procesos intelectuales, psicológicos y del comportamiento-€.", fabiolag
"Pero, para ello, primero necesitamos maestras y maestros que estén bien socioemocionalmente y, además, que estén formados, capacitados y acompañados con herramientas y estrategias para identificar y actuar en las escuelas.", fabiolag
"Durante décadas, la escuela fue un lugar para recortar sentimientos, para negar la personalidad de las y los estudiantes, y para hacer del desgaste y el cansancio algo para celebrar, pero no siempre fue ni será así. Por ello, éstas son las recomendaciones que hace el estudio, que puede ubicar en la página web de Mexicanos Primero:", fabiolag
"-€¢ Abre la puerta a una forma humanizante de ver la escuela y el derecho a aprender. -¿Cómo te gustaría que hubiera sido tu aprendizaje?", fabiolag
"-€¢ Todos los aprendizajes, desde la lectura hasta la construcción de edificios, implican el despliegue y la maduración de lo socioemocional. Promueve que tus estudiantes experimenten emociones positivas mientras aprenden y trabajan en equipo.", fabiolag
"-€¢ Apoya a tus estudiantes incorporando a tu práctica tres aprendizajes de una educación integral y fundamentada: el juego, el contacto con la naturaleza y el cultivo de los afectos. Los llevarán consigo toda la vida.", fabiolag
"Y aún con carencias o conocimientos empíricos, la convivencia entre estudiantes y maestros contribuyó a recuperar el estado de ánimo y mejorar los aprendizajes. Gracias, maestras y maestros, por su compromiso y apostolado.", fabiolag
"En el Plan Nacional de Desarrollo 2019-2024 del gobierno de la Cuarta Transformación se definió un Protocolo de Atención en México a Personas Migrantes en Flujos Masivos -€”específicamente dentro del apartado Migración: soluciones de raíz-€”, que establece lo siguiente:", fabiolag
"-€œEl Ejecutivo federal aplicará las medidas necesarias para garantizar que los extranjeros puedan transitar con seguridad por el territorio nacional o afincarse en él. Es preciso adelantarse a posibles situaciones de una crisis humanitaria debido al arri", fabiolag
"La realidad se ha encargado de demostrar que el protocolo sólo se quedó en el papel, demagogia pura.", fabiolag
"El miércoles se anunció el cierre de 33 estancias temporales, que daban albergue a cerca de 1,500 personas. El argumento oficial fue que la CNDH deberá revisar las condiciones en las que se encuentran, luego de los 40 extranjeros que murieron hacinados en una estación migratoria de Ciudad Juárez.", fabiolag
"Se tapó el pozo después del niño ahogado, pero no se ha hecho nada para extirpar de raíz la corrupción en esa área del gobierno federal que lucra con la desesperación, el miedo y la pobreza de los migrantes.", fabiolag
"Se aplicó la misma medicina que con las estancias infantiles, se cerraron y no hay ningún detenido por las supuestas irregularidades que ahí se registraron.", fabiolag
"Y el viernes, el Instituto Nacional de Migración ordenó a sus oficinas negar permisos que autoricen libre tránsito a migrantes y no entregar formatos múltiples migratorios o solicitudes que les permitan permanecer en territorio mexicano.", fabiolag
"El gobierno federal reconoció que no hay condiciones para resguardarlos, a pesar de que sabían que esto pasaría, tal como lo escribieron en su Plan Nacional de Desarrollo.", fabiolag
"En la frontera norte hay 26 mil 560 migrantes, cada día ingresan 150 personas por la frontera de Tapachula y, a raíz del fin del Título 42, México recibirá cada mes a 30 mil migrantes retornados de Estados Unidos, que serán enviados a la frontera sur por el acuerdo establecido entre los gobiernos de Biden y López Obrador.", fabiolag
"Los migrantes sólo han encontrado en México, desde hace muchos años, muerte, extorsión y han sido víctimas de tráfico de personas y de secuestro. -¿Qué ha cambiado?", fabiolag
"A los desplazados de Guatemala, Honduras, Venezuela, Cuba y Haití el gobierno de México les negó los permisos, ni a los formatos migratorios pueden acceder. Serán contenidos por 25 mil elementos de la Guardia Nacional que los esperan en la frontera sur. -¿Ã‰sa es la respuesta a la promesa hecha el 17 octubre 2018 por el presidente electo?", fabiolag
"-€œA partir del 1 de diciembre vamos a ofrecer empleo, trabajo a migrantes centroamericanos (-€¦) y el que quiera trabajar va a tener una visa de trabajo-€, ofreció en ese entonces.", fabiolag
"El protocolo del gobierno el federal indica que la base de toda la intervención y el eje de todas las autoridades involucradas -€œserá en un marco de respeto a la seguridad, la dignidad y los derechos de las personas-€.", fabiolag
"En el documento oficial se precisa que garantizar la seguridad permitirá evitar mayor peligro o daño a las personas y asegurar que los migrantes no corran riesgos físicos o psicológicos.", fabiolag
"El Protocolo de Atención en México a Personas Migrantes en Flujos Masivos ordena a las autoridades involucradas tratar con dignidad y respeto a los migrantes, de acuerdo con sus normas culturales y sociales. Además, les pide incluir un enfoque de derechos para -€œasegurar que las personas migrantes puedan acceder a la ayuda de forma justa y sin discriminaciones, a la vez que, con la actuación de cada profesional, se les dé acompañamiento para ejercer sus derechos-€.", fabiolag
"No ocurrió así en la estación migratoria de Ciudad Juárez ni se ha garantizado la seguridad en la zona de Matehuala, donde desaparecen a los migrantes. Tampoco frenan la circulación de los tráileres repletos de mujeres, niños, jóvenes y adultos que buscan llegar a Estados Unidos.", fabiolag
"El objetivo central del protocolo -€”resultado de un trabajo conjunto entre el INM y la Iniciativa MIgration EU eXpertise (MIEUX), implementada por el Centro Internacional para el Desarrollo de Políticas Migratorias y financiada por la Unión Europea-€” era tener un procedimiento operativo de primera atención que permita al gobierno mexicano, con la cooperación de diferentes autoridades, preparar, atender, identificar y canalizar adecuadamente flujos masivos de personas migrantes, -€œgarantizando un abordaje centrado en la persona, libre de discriminación, respetuoso con sus derechos humanos desde una perspectiva de género y priorizando la protección de niñas, niños y adolescentes, así como la atención a personas en situación de vulnerabilidad-€.", fabiolag
"Letra muerta.", fabiolag
"El mejor regalo para el Día de las Madres es justicia", fabiolag
"Buscaban a sus hijas, hijos y esposos, se convirtieron en detectives, aprendieron a sortear los burocráticos procesos judiciales, soportaron la indiferencia de los ministerios públicos, denunciaron la omisión de las fiscalías, fueron amenazadas por criminales e ignoradas por las autoridades; crearon colectivos y recorrieron ciudades, pueblos, carreteras, ríos y montañas. No los encontraron y a ellas, las madres buscadoras, las asesinaron.", fabiolag
"2 de mayo de 2023. Teresa Magueyal, integrante del colectivo Una Promesa por Cumplir, fue asesinada en la comunidad de San Miguel Octopan, Celaya. Ella iba en-  una bicicleta cuando hombres armados, montados en motocicleta, le dispararon. Buscaba a su hijo José Luis Apaseo, desaparecido el 6 de julio de 2020.", fabiolag
"6 de noviembre de 2022. A María del Carmen Vázquez la mataron en el municipio de Abasolo, Guanajuato. La asesinaron antes de encontrar a Ã“smar, quien desapareció el 14 de junio de 2022. Ella pertenecía al colectivo Personas Desaparecidas de Pénjamo, Guanajuato.", fabiolag
"4 de octubre de 2022. Blanca Esmeralda Gallardo fue asesinada en la colonia Villa Frontera, Puebla, mientras esperaba el camión. Ella buscaba a su hija Betzabé Alvarado, desaparecida un año antes.", fabiolag
"Esmeralda averiguó que una célula criminal sería la responsable de la ausencia de su hija. Ella pertenecía al colectivo Voz de los Desaparecidos en Puebla.", fabiolag
"30 de agosto de 2022. Rosario Lilian Rodríguez fue secuestrada cuando salía de la parroquia donde se ofició una misa por el Día Internacional de las Víctimas de Desaparición Forzada. Su cuerpo fue encontrado horas después en una brecha junto a las vías del tren.", fabiolag
"Ella se unió al colectivo Corazones sin Justicia, de Sinaloa, para buscar a su hijo Fernando Abizaid Ramírez, quien desapareció el 16 de octubre de 2019 en la población de La Cruz de Elota.", fabiolag
"27 de enero de 2022. Ana Luisa Garduño fue acribillada en pleno centro del municipio de Temixco, a unos metros de la presidencia municipal. Fundó la Asociación Civil Ana Karen Vive para recordar a su hija, quien fue asesinada por su novio el 12 de diciembre del 2012.", fabiolag
"Ana estudió y obtuvo la licenciatura en Derecho para brindar acompañamiento a las víctimas de feminicidio y desaparición.", fabiolag
"16 de octubre de 2020. A María del Rosario Zavala la atacaron en su casa, la mataron porque desde diciembre de 2019 comenzó la búsqueda de su hijo Yatziri Misael de 16 años, quien fue secuestrado por hombres armados que ingresaron a su casa el 23 de diciembre de ese año.", fabiolag
"Ella también era madre de Jorge Ulises Cardona, a quien mataron dos años después.", fabiolag
"15 de julio de 2021. Aranza Ramos, integrante del colectivo Madres Buscadoras de Sonora, fue asesinada en la comunidad de Ortíz, en Guaymas. Hombres armados irrumpieron en su-  casa y se la llevaron a la fuerza.", fabiolag
"Ella buscaba al padre de su hija, su esposo Brayan Omar Celaya Alvarado, quien desapareció el 6 de diciembre de 2020.", fabiolag
"20 de julio de 2019. A Zenaida Pulido Lombera la mataron en el municipio de Aquila, Michoacán, cuando se dirigía a interponer una denuncia por amenazas en su contra. Era madre de tres hijos y su esposo había desaparecido en el 2002, pertenecía al colectivo Familiares Caminando por Justicia.", fabiolag
"10 de mayo 2017. Miriam Rodríguez fue asesinada el Día de las Madres. Era de San Fernando, Tamaulipas, y se dedicó a perseguir a los asesinos de su hija Karen Alejandra, quien fue secuestrada en 2012; pero ellos la mataron también. Miriam encabezaba el Colectivo de Desaparecidos de San Fernando.", fabiolag
"16 de diciembre de 2010. Marisela Escobedo estaba frente al Palacio de Gobierno de Chihuahua, en Ciudad Juárez, y ahí la asesinaron. Llevaba más de una semana en ese lugar exigiendo justicia por la desaparición y feminicidio de su hija Rubí Marisol Frayre.", fabiolag
"Marisela pegaba carteles del asesino de su hija, Sergio Rafael Barraza, a quien ella persiguió, capturó, reunió pruebas y llevó ante la justicia, pero fue liberado.", fabiolag
"Hay una deuda del Estado mexicano con ellas, con sus familias, con las hijas y las nietas vivas; con las madres buscadoras que en su recorrido por los rincones del país han descubierto que México es un cementerio clandestino, y que cada cuerpo que sale de esas fosas es una cachetada de impunidad.", fabiolag
"En absoluta disciplina, los senadores de Morena abordaron los autobuses que los llevaron del Senado a Palacio Nacional. Ahí, durante tres horas, recibieron instrucciones precisas y ajustaron la estrategia para aprobar, a toda costa, las reformas de la 4T: la extinción de Fonatur para dar más atribuciones al Ejército; despojar a la ciencia de toda influencia académica y eliminar el rastro del Insabi, para ocultar el fracaso en materia de salud.", fabiolag
"Obedientes, -€œlos súbditos-€ -€”como los llamó la senadora Beatriz Paredes-€” subieron nuevamente a los autobuses y se trasladaron a la sede histórica del Senado, la vieja casona de Xicoténcatl, para acatar la línea presidencial. Y en cinco horas, los senadores de Morena, PVEM, PT y PES aprobaron sin discusión ni análisis y, por momentos, sin quórum, 20 reformas.", fabiolag
"La bancada de Palacio Nacional traicionó los acuerdos pactados con el pueblo, porque aprobó en fast track y en la oscuridad de la madrugada reformas que había prometido consultar con los sectores involucrados y en parlamentos abiertos. Pasó por encima de la legalidad y los procedimientos establecidos en el reglamento para el trabajo en comisiones.", fabiolag
"Y en el pleno -€”el patio de Xicoténcatl-€” se registraron momentos en los que no existía el quórum en las votaciones y el procedimiento faltaba al protocolo. Hubo reformas que se aprobaron en promedio en 13.8 minutos, sin discusión y sin reflexión, de acuerdo a la crónica parlamentaria de mi compañera Leticia Robles de la Rosa.", fabiolag
"Por ejemplo, para la reforma de la Ley de Ciencia y Tecnología existía un acuerdo con la comunidad científica e investigadores universitarios para convocar a un parlamento abierto, lo cual no fue respetado, pasando por encima de todas las disposiciones legales de la Comisión de Ciencia y Tecnología del Senado.", fabiolag
"Pero en la madrugada del sábado, los senadores de Morena y aliados dejaron fuera de la Junta de Gobierno -€”que decidirá presupuestos, becas y posgrados-€” a Universidades, académicos y al sector productivo, pues el núcleo de poder del nuevo Consejo Nacional de Humanidades, Ciencias y Tecnologías (Conahcyt) se integrará por 13 secretarías de Estado, incluidas Sedena y Marina, y el Instituto Nacional de Pueblos Indígenas.", fabiolag
"La nota de la periodista Robles de la Rosa -€”que puede consultar en esta misma edición de Excélsior-€” registra que la nueva ley surge de un proceso legislativo irregular, porque las comisiones unidas no fueron convocadas por su presidente, el priista Jorge Carlos Ramírez Marín, sino por los secretarios de la Comisión, el morenista Gilberto Herrera y la verdeecologista Alejandra Lagunes, junto con el morenista Rafael Espino, presidente de la Comisión de Estudios Legislativos Segunda.", fabiolag
"La chicanada legislativa de la 4T también logró extinguir al Fonatur para que el Ejecutivo federal, a través de la Secretaría de la Defensa Nacional, concentre más responsabilidades y atribuciones en materia de ferrocarriles y turismo, pues la reforma aprobada crea una nueva empresa del Estado mexicano, encargada de la realización de estudios, proyectos e inversiones en aeropuertos, ferrocarriles, turismo y cultura, tareas hasta hace poco reservadas al sector privado y social.", fabiolag
"Y en menos de 15 minutos -€”de acuerdo a la nota periodística de Héctor Figueroa-€”, fue votado un paquete de modificaciones a la Ley Minera, que no consultó a uno de los principales segmentos perjudicados: los grupos indígenas y pueblos originarios.", fabiolag
"Eso sí es aplastar a la oposición y la voluntad del pueblo que una vez más no fue consultado sobre este paquete legislativo.", fabiolag
"Dentro de los primeros 152 minutos de sesión -€”que inició el viernes a las 22 horas-€”, el bloque oficialista concretó la autorización de la nueva línea aérea del Estado, la reducción de la edad mínima para ser diputado y secretario de Estado, el cambio a las reglas mineras y la desaparición del Insabi.", fabiolag
"Los remedos en la política de salud serán la vergüenza de Morena, porque costaron 793 mil 625 vidas perdidas. El Insabi ha sido el mayor fracaso del gobierno de la cuarta transformación y con una orden presidencial y un parche legislativo lo eliminan para crear otro Frankenstein.", fabiolag
"La creación del Insabi, en 2019, implicó la eliminación de tres programas presupuestarios y el inicio del programa Medicamentos gratuitos -€”otro error-€”, además desapareció el Fondo de Protección contra Gastos Catastróficos y se creó el Fonsabi. Nada funcionó y no hay ningún funcionario del gobierno federal que se haga responsable de este funesto desacierto en la política de salud.", fabiolag
"-¿Quién responderá por las muertes y los 102 mil millones de pesos para la atención de todo tipo de cánceres, enfermedades raras, VIH, infartos, que tenía el Fondo? Nadie, porque desde Palacio Nacional se sembró esta máxima: -€œNo me vengan con ese cuento", fabiolag
"A los senadores de Morena les ordenaron qué hacer y, obedientes, aprobaron todo.", fabiolag
"Los partidos políticos siguen alejados de los ciudadanos, se mantienen indiferentes a sus demandas.", fabiolag
"Ya lo dijo el politólogo José Woldenberg: -€œLa calidad de la democracia depende en realidad del involucramiento y participación de los ciudadanos-€.", fabiolag
"Los ciudadanos ya nos organizamos para defender instituciones democráticas y autónomas, para impedir que se violen derechos; para formar mareas rosas, moradas, verdes y negras. Ya tenemos agenda para un México próspero; ya tenemos parlamentos abiertos para opinar y analizar las iniciativas que se discuten en el Congreso; ya influimos para frenar en la Corte leyes o reformas anticonstitucionales.", fabiolag
"-¿Están listos para representarnos en el proceso electoral del 2024 o seguirán perdiendo el tiempo? -¿A quién escucharán: al ciudadano o a sus -€œlíderes-€ partidistas que se aferran al poder sólo por poder?", fabiolag
"PAN, PRI, PRD y Movimiento Ciudadano, -¿estarán conscientes de que como partidos políticos con registro les toca organizar el proceso de selección de su candidato presidencial, pero que sus añejas figuras políticas ya no representan a la sociedad?", fabiolag
"-¿Habrán registrado las palabras del exdirector de la OCDE, José Ãngel Gurría? Ã‰l dijo -€”en el segundo día del foro-pasarela, convocado por las organizaciones de la llamada marea rosa-€” que en 2024 la coalición opositora sólo será concebible con un pa", fabiolag
"De acuerdo con la nota periodística de mi compañera Ivonne Melgar, el exsecretario de Hacienda considera que las clases medias y su afán de superación son el motor que mueve el desarrollo de una sociedad. Y sí.", fabiolag
"Gurría propuso -€œofrecer la coalición como un poderoso antídoto a las ocurrencias, a las arbitrariedades, a las intuiciones súbitas, a las decisiones antieconómicas. Habría que hacer campaña y promover a la coalición como una forma de asegurar sensatez, decisiones objetivas y basadas en los hechos, en la realidad de los problemas, en la seriedad de los diagnósticos y en la efectividad de las soluciones-€.", fabiolag
"Para tener un mejor país no se necesitan caudillos, sino ciudadanos de tiempo completo, reconoció Enrique de la Madrid, exsecretario de Turismo, quien también participó en el foro por un gobierno de coalición, convocado por organizaciones de la sociedad civil.", fabiolag
"Los partidos políticos siguen alejados de los ciudadanos, se mantienen indiferentes a sus demandas, no representan a los jóvenes ni a las mujeres y se olvidaron de los grupos vulnerables. Están ocupados en sus luchas internas, en quitar y poner líderes, en catapultar a sus presidenciables.", fabiolag
"La alianza de la oposición tiene que ser con los ciudadanos si quieren recuperar terreno en el Congreso, salvaguardar los contrapesos, garantizar la transparencia y rendición de cuentas, y llegar a la Presidencia de la República.", fabiolag
"Seis finalistas al INE no cumplen con los estándares de autonomía e independencia que requiere el cargo.", fabiolag
"Primer acto: Gobierno federal intenta modificar la Constitución para imponer una reforma electoral a modo. No pasa.", fabiolag
"Segundo acto: Gobierno federal con sus legisladores en el Congreso de la Unión aprueban plan B de la reforma electoral, con vicios de inconstitucionalidad.", fabiolag
"Tercer acto: Partidos y gobiernos de oposición, INE, organizaciones y colectivos de grupos con discapacidad y vulnerables, entre otros, impugnan ante la Corte el llamado plan B.", fabiolag
"Intermedio: Suprema Corte de Justicia de la Nación emite suspensión a la primera parte del plan B, para que el decreto no rija en los procesos electorales que se encuentran en desarrollo: Estado de México y Coahuila.", fabiolag
"Cuarto acto: Cámara de Diputados elige perfiles para sustituir a 4 consejeros del INE, entre ellos su presidente, que dejan el cargo el 3 de abril.", fabiolag
